Estimate
3.415404
3.4922345
3.4174404
3.5069697
3.6534595
3.435932
3.5273836
3.3452992
3.664317
3.1743836
3.6163828
3.404489
3.4007168
3.439198
3.3771524
3.316686
3.6629574
3.31414
3.5191514
3.4367619
3.3210196
3.412641
3.255051
3.3834267
3.4894493
3.1788623
3.4006908
3.4998987
3.2949014
3.3493783
3.5500124
3.5301208
3.4323025
3.3425434
3.3478897
3.4019785
3.4231694
3.25515
3.2504854
3.4012349
3.2521265
3.3459742
3.5599432
3.6266038
3.3332033
3.3822496
3.311605
3.2707818
3.2624974
3.3832042
3.5317802
3.3894556
