Estimate
0.9562339
0.97851
0.9361702
1.0681705
1.0068146
0.96526515
0.9739573
0.9015743
0.99680644
1.0596122
1.0143126
0.9844047
0.9003925
0.9885699
1.1065928
0.9390916
0.9541616
1.0653001
0.95918554
0.9498402
