Estimate
0.5972428
0.41800115
0.37518996
0.7074399
0.57720935
0.7122153
0.45001283
0.43795767
0.41765338
0.36579993
0.3144136
0.38704833
0.44168076
0.36953565
0.5079075
0.48634815
0.63639843
0.57437116
0.5336896
0.44824594
