Estimate
0.5068915
0.5530521
0.67964274
0.48158893
0.52578336
0.5283348
0.5185905
0.6674221
0.32529616
0.40032336
0.22524777
0.63387656
0.41214097
0.3243361
0.48059773
0.34809622
0.5402761
0.6408807
0.47538793
0.62207705
