Estimate
1.0893192
1.0390375
0.96700025
0.9769948
0.8718285
0.98976064
1.0100561
1.0606229
0.9894937
0.9143407
0.96178305
1.0729231
0.90846306
1.0285653
1.0162392
1.0363322
0.93804216
0.9389876
0.97313267
0.9297827
0.9588345
0.98257744
0.8496437
1.0449053
1.1664848
0.89031416
1.0570904
0.7660049
1.101825
1.0934842
0.97332686
0.86745995
0.9362237
1.009433
1.054904
1.0058742
1.0304294
0.89281994
1.0561105
1.126937
1.1118413
1.008346
0.98204535
0.9738663
1.2366936
1.0572295
0.8944642
1.0813515
1.065047
1.0339744
1.0117071
1.0495782
1.0736499
1.0467066
1.0073043
1.0349647
0.9347622
1.0181721
0.9677294
1.1729484
1.0893192
