Estimate
3.048531
3.0042238
3.0101714
2.979696
3.0166702
2.9786198
3.030824
2.9936697
3.0429554
2.9722066
2.9870324
3.0221257
2.9991217
3.0009668
3.0300717
3.022008
3.0129995
2.9734416
2.951692
2.9969864
2.946194
2.9548683
2.9734488
2.972843
2.9354472
