Estimate
0.9921929
1.0099736
0.9885844
1.0196878
1.0147613
0.97376764
1.0121051
0.96698266
1.0106251
1.0437837
1.0227624
0.9963071
1.0120907
1.0577533
1.0109569
1.0318356
1.017032
0.99418885
1.0006362
0.9993794
