Estimate
3.4720383
3.1497939
4.325568
3.187123
2.954042
3.2619617
3.4700427
3.1491883
3.515265
2.6849396
3.1779919
2.9887965
3.147059
3.2341454
2.8207624
2.9857507
3.6824148
3.458186
3.325795
3.6426592
3.2451887
3.5660439
3.1129704
2.9254494
2.9412851
3.346353
2.9938366
2.9631698
3.885614
3.53625
