Estimate
3.0088365
2.968878
2.9674232
3.054722
2.9535968
2.9691603
3.017763
3.0496886
2.908959
2.9874322
3.0023403
2.9857693
3.0511267
3.0531232
3.0083
2.9622018
3.036593
2.980931
2.9772525
2.9605176
3.008586
2.9897547
3.0052812
2.9908068
3.0123937
2.9955127
3.0442429
3.058903
2.9631264
3.0250027
2.9948306
3.04617
2.9847183
3.002759
2.9862897
2.9721043
3.0046363
2.982023
3.0481737
3.024264
2.9701958
2.9463387
3.0307229
3.0058916
3.0668597
3.000198
3.037268
2.958203
2.9703596
3.0434294
