Estimate
3.184226409833452
1.8411732153317688
3.524761334147695
2.529348323222042
3.767198896595328
2.8497064208171072
2.573556332787616
4.386138728466857
2.6232288396681662
2.7834935298715844
2.5977233731512004
4.599421384896643
