Estimate
3.0440695
3.4400167
4.3100944
3.556898
3.2278569
3.6496341
2.9935575
3.8951316
3.4208298
3.6351027
3.7080202
3.2450876
3.0188918
3.346982
4.057721
3.5103362
4.7885194
3.7883272
3.2698514
3.938513
3.125544
3.8603375
2.9638093
3.011577
4.846181
