Estimate
0.6073096
0.5555621
0.74442834
0.4363475
0.5365142
0.566268
0.41342166
0.6606193
0.47922185
0.40582103
0.33850527
0.61414295
0.4597865
0.40600997
0.535989
0.5364308
0.60178643
0.71949154
0.42441383
0.6822882
