Estimate
2.9791641
3.056395
2.987791
2.9702132
2.9866
3.0201135
3.0159805
3.0557215
3.0041566
3.0503051
3.005783
2.9751942
3.0270276
3.0123749
3.0195591
2.9985516
3.0445132
2.9889598
3.012583
2.9692385
3.0232067
3.0410318
3.0081291
3.0836973
2.9719138
