Estimate
1.0422063
1.0335686
1.022313
0.98745817
0.96362615
1.0313251
0.9782073
1.0946702
0.9770491
1.0366979
0.9812354
0.97586405
1.038916
0.984101
0.96861756
0.9734115
1.0439713
0.93892086
1.0453306
0.95881593
