Estimate
0.9960102
0.9391444
0.95306635
1.045572
1.045919
1.0029426
0.89098346
1.0981648
1.0902478
0.97227937
0.99143517
1.0090492
1.0349237
0.89657223
1.0340548
0.9725067
0.9914262
1.0212333
0.9395116
1.0726929
